_id,request_id,generated_at,keyword,country,region,language,sources_used,aliexpress_query.ship_to_country,aliexpress_query.target_currency,aliexpress_query.target_language,ali_avg_sale_price,ali_avg_evaluate_rate,category_name,trends_count,trends_mean,trends_max,trends_min,trends_std,trends_first_date,trends_first_value,trends_last_date,trends_last_value,trends_slope,yt_total_views,yt_total_likes,yt_total_comments,yt_videos_count,engagement,cluster
69ea38634d28cb7da6d879da,dbcccf3e-3115-4e92-bab4-aed92a5bc4af,2026-04-23 15:18:30.812,tornillos,MX,MX,es,"['google_trends', 'youtube', 'aliexpress']",MX,MXN,ES,18.975,91.66,Tools,31,81.74193548387096,100,62,10.148785615154436,2026-03-24,84,2026-04-23,62,-0.4685483870967741,90432.0,1270.0,28.0,47.0,0.014353326256192499,3
69ec6ba511cbf4e9d1cfca8c,92838eb1-451e-41b9-9456-2af14a385502,2026-04-25 07:21:16.811,control xbox,MX,MX,es,"['google_trends', 'youtube', 'aliexpress']",MX,MXN,ES,49.63444444444444,97.35555555555555,Consumer Electronics,91,65.62637362637362,100,43,12.47187801206142,2026-01-25,76,2026-04-25,73,-0.0424908424908424,24274.0,1444.0,130.0,14.0,0.06484304193787592,0
69ec6bf411cbf4e9d1cfcb03,8c246221-0381-4bd0-88b0-9ff706e54bfa,2026-04-25 07:22:45.908,control playstation,MX,MX,es,"['google_trends', 'youtube', 'aliexpress']",MX,MXN,ES,61.724,96.7,Consumer Electronics,91,8.032967032967033,100,0,18.93406720963304,2026-01-25,0,2026-04-25,38,0.206402293358815,22561.0,245.0,16.0,18.0,0.011568636142014982,3
69ec6c6511cbf4e9d1cfcb7f,0ed99957-bf04-4e4a-9221-d6bb8a2ed6e4,2026-04-25 07:24:31.897,raton gamer,MX,MX,es,"['google_trends', 'youtube', 'aliexpress']",MX,MXN,ES,21.936,90.98,Computer & Office,91,1.164835164835165,100,0,10.494722204003024,2026-01-25,0,2026-04-25,0,0.0178690874343048,7084.0,111.0,1.0,6.0,0.015810276679841896,3
69ec6cb611cbf4e9d1cfcbef,a16481f4-2331-4edb-b804-3742a6a7bea7,2026-04-25 07:25:50.329,cafetera express,MX,MX,es,"['google_trends', 'youtube', 'aliexpress']",MX,MXN,ES,1437.08,61.99,Home & Garden,91,11.12087912087912,100,0,27.8945773961078,2026-01-25,0,2026-04-25,0,0.6096512183468705,41103.0,3195.0,58.0,22.0,0.07914264165632678,2
69ec6d1011cbf4e9d1cfcc6f,562f31d3-7ae0-44e4-9f0b-2885cf595476,2026-04-25 07:27:20.560,xiaomi tag,MX,MX,es,"['google_trends', 'youtube', 'aliexpress']",MX,MXN,ES,13.512,96.22,Watches,91,9.0989010989011,100,0,25.354401303238564,2026-01-25,0,2026-04-25,0,0.4932154801720019,38906.0,1798.0,26.0,10.0,0.04688222896211381,0
69ec6d6b11cbf4e9d1cfcce3,c3872ce5-a468-4494-b037-3a8aee8d2f2d,2026-04-25 07:28:56.692,camara web,MX,MX,es,"['google_trends', 'youtube', 'aliexpress']",MX,MXN,ES,46.999,89.9,Consumer Electronics,91,37.07692307692308,100,0,34.744217990346016,2026-01-25,0,2026-04-25,48,0.0424908424908424,7072.0,121.0,21.0,11.0,0.020079185520361992,3
69ec6daf11cbf4e9d1cfcd58,e2e3a74c-a248-4900-82f8-2b68b94430ce,2026-04-25 07:30:08.473,rastreador,MX,MX,es,"['google_trends', 'youtube', 'aliexpress']",MX,MXN,ES,85.685,93.93,Home & Garden,91,66.17582417582418,100,0,13.622361849868115,2026-01-25,74,2026-04-25,62,0.056935817805383,3317.0,94.0,5.0,9.0,0.029846246608381068,3
69ec6e3911cbf4e9d1cfcdcb,a78d57ca-be1e-43a5-8ef6-9060acf6dd59,2026-04-25 07:32:24.364,microfono,MX,MX,es,"['google_trends', 'youtube', 'aliexpress']",MX,MXN,ES,110.625,90.72,Consumer Electronics,91,82.67032967032966,100,69,7.053848350849098,2026-01-25,83,2026-04-25,79,-0.0077878643096034,21908.0,1247.0,114.0,12.0,0.06212342523279167,0
69ec6ef411cbf4e9d1cfce41,676d8289-69aa-4d42-bbe5-7e47c56a0195,2026-04-25 07:35:30.047,camara inalambrica,MX,MX,es,"['google_trends', 'youtube', 'aliexpress']",MX,MXN,ES,72.56,46.0,"Automobiles, Parts & Accessories",91,13.384615384615383,100,0,30.727754096172927,2026-01-25,0,2026-04-25,100,0.7400382226469183,4741.0,240.0,3.0,5.0,0.051255009491668425,3
