request_id,generated_at,keyword,country,region,window_days,baseline_days,trends_score,date,trend_value
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,MX,30,365,43.79,2025-08-31,58
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,MX,30,365,43.79,2025-09-07,55
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,MX,30,365,43.79,2025-09-14,56
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,MX,30,365,43.79,2025-09-21,57
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,MX,30,365,43.79,2025-09-28,59
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,MX,30,365,43.79,2025-10-05,61
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,MX,30,365,43.79,2025-10-12,62
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,MX,30,365,43.79,2025-10-19,62
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,MX,30,365,43.79,2025-10-26,54
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,MX,30,365,43.79,2025-11-02,66
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,MX,30,365,43.79,2025-11-09,77
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,MX,30,365,43.79,2025-11-16,86
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,MX,30,365,43.79,2025-11-23,83
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,MX,30,365,43.79,2025-11-30,86
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,MX,30,365,43.79,2025-12-07,94
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,MX,30,365,43.79,2025-12-14,100
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,MX,30,365,43.79,2025-12-21,89
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,MX,30,365,43.79,2025-12-28,71
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,MX,30,365,43.79,2026-01-04,60
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,MX,30,365,43.79,2026-01-11,57
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,MX,30,365,43.79,2026-01-18,59
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,MX,30,365,43.79,2026-01-25,63
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,MX,30,365,43.79,2026-02-01,58
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,MX,30,365,43.79,2026-02-08,62
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,MX,30,365,43.79,2026-02-15,65
