request_id,generated_at,keyword,region,window_days,intent_score,videos_analyzed,total_views,video_id,video_title,video_views,video_engagement
c3ffbada-3eb0-4ee8-a87c-b8369c171e74,2026-02-21T18:34:54.536574,scooter,MX,30,0.0177,25,178450935,8r2xQ150DOg,boy scooter #shortvideo,3424568,1.2e-05
c3ffbada-3eb0-4ee8-a87c-b8369c171e74,2026-02-21T18:34:54.536574,scooter,MX,30,0.0177,25,178450935,jLD5Ovx739s,Safety First While Riding a Scooter! 🛴🛑 Sierra Teaches Rhia 💛,5764178,0.004765
c3ffbada-3eb0-4ee8-a87c-b8369c171e74,2026-02-21T18:34:54.536574,scooter,MX,30,0.0177,25,178450935,OlyYvX4aqwU,🇮🇳🇮🇳Mini 🛵Vespa 🚴scooter 🛵Unboxing🚴 and 🛵fittings 😝#vespascooter #automobile,4847711,2e-06
c3ffbada-3eb0-4ee8-a87c-b8369c171e74,2026-02-21T18:34:54.536574,scooter,MX,30,0.0177,25,178450935,_ZBlpE6qdlE,1 Ta Rc Ladies Cycle Vs Rc Dynamic Scooter Unboxing 🔥,3668160,0.004332
c3ffbada-3eb0-4ee8-a87c-b8369c171e74,2026-02-21T18:34:54.536574,scooter,MX,30,0.0177,25,178450935,OdCQV5l4Ig0,New Rc Duita Small vs Big Scooter Ke Unboxing,3195804,0.004309
c3ffbada-3eb0-4ee8-a87c-b8369c171e74,2026-02-21T18:34:54.536574,scooter,MX,30,0.0177,25,178450935,2-L9AEOFrRI,Ather Rizta: For Growing Pyaar | Family scooter with 56L combined storage,2500571,9.8e-05
c3ffbada-3eb0-4ee8-a87c-b8369c171e74,2026-02-21T18:34:54.536574,scooter,MX,30,0.0177,25,178450935,e9qvLDsan1I,DIY scooter #pink #craft #clay #acrylic #painting #artshorts #blackpink #scooter #shorts,1533435,0.029369
c3ffbada-3eb0-4ee8-a87c-b8369c171e74,2026-02-21T18:34:54.536574,scooter,MX,30,0.0177,25,178450935,L7eYYhwHRZM,¡El nuevo scooter de Benja! 🤯,1546290,0.016493
c3ffbada-3eb0-4ee8-a87c-b8369c171e74,2026-02-21T18:34:54.536574,scooter,MX,30,0.0177,25,178450935,TIgLeMS-Xrc,My drunk sister rode the electric scooter onto the bed!,1743788,0.009257
c3ffbada-3eb0-4ee8-a87c-b8369c171e74,2026-02-21T18:34:54.536574,scooter,MX,30,0.0177,25,178450935,JxUHZYUP1mg,Nos dejó viendo placa una scooter 🛵 ☠️ #viral #panama #parati #colombia #venezuela #mexico #brasil,1557442,0.035993
c3ffbada-3eb0-4ee8-a87c-b8369c171e74,2026-02-21T18:34:54.536574,scooter,MX,30,0.0177,25,178450935,6pCCmClECv8,The child dropped the scooter into the drain.#outdoors #survivalskills #campping #bushcraft,2673280,0.0
c3ffbada-3eb0-4ee8-a87c-b8369c171e74,2026-02-21T18:34:54.536574,scooter,MX,30,0.0177,25,178450935,79ueLPXM1KI,I gifted a scooter to my sister on her birthday 🛵🎉#shorts,1575184,0.019058
c3ffbada-3eb0-4ee8-a87c-b8369c171e74,2026-02-21T18:34:54.536574,scooter,MX,30,0.0177,25,178450935,KRdfxwI1CbU,Bazuka Scooter Nasıl Çalışıyordu,1377959,0.006219
c3ffbada-3eb0-4ee8-a87c-b8369c171e74,2026-02-21T18:34:54.536574,scooter,MX,30,0.0177,25,178450935,7VAh4Yk4gt0,Ola Electric Scooty Sport Mode Range Test | Real Range Test #shorts #minivlog,1002518,0.03085
c3ffbada-3eb0-4ee8-a87c-b8369c171e74,2026-02-21T18:34:54.536574,scooter,MX,30,0.0177,25,178450935,jEC5oDucbww,Howard's new scooter 😎,1064812,0.02333
