request_id,generated_at,keyword,region,window_days,intent_score,videos_analyzed,total_views,video_id,video_title,video_views,video_engagement
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,30,0.0496,25,41203877,odA4US3-fqU,Denim Dress Layering Outfit Idea 💙✨ Casual Cute Look with Sneakers #shorts,8058120,0.012961
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,30,0.0496,25,41203877,Cj2E12Qzd08,Sneakers Are REAL... But The Box Is FAKE!? 😭,3986257,0.025526
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,30,0.0496,25,41203877,s3vaa585ALg,Decent Mystery Box #culturekicks #sneakers #sneakerhead #mysterybox #shoecollector #snkrsday,3854731,0.025031
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,30,0.0496,25,41203877,Wjx7kvOBftE,Eggo Waffles Sneakers🧇🤯 #sneakers #sneakerhead #waffles #shorts,3734318,0.017589
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,30,0.0496,25,41203877,3Oko5o5k7do,Ini sepatu ayah ini sepatu Abidzar.,3707484,0.00268
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,30,0.0496,25,41203877,aRLK6GfTe34,Surprising my little sister with new basketball shoes 😂 #shorts,2224568,0.033549
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,30,0.0496,25,41203877,NQ0kcrXYVMU,Nuevas zapatillas de BALLET 🩰,1844992,0.059823
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,30,0.0496,25,41203877,BFL-R0FZ41Y,QUE PREFIERES un par de zapatillas air jordan o un par de zapatillas nike air force,1299487,0.06483
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,30,0.0496,25,41203877,Jc8AtlgadcA,REACCIONANDO A PANTUFLAS DE SUSCRIPTORES 🔥 (contenido premium),758383,0.056872
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,30,0.0496,25,41203877,0ZqLicPOVIc,1 of 1 Pair 😳🔥😳 #culturekicks #sneakers #sneakerhead #shoecollector #snkrsday #mysterybox,1042408,0.039233
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,30,0.0496,25,41203877,jFbgFlICYlk,Shoes 🥾,1198703,1e-05
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,30,0.0496,25,41203877,eFyYzjBXHc8,NO! MYSTERYBOX 🤬 #culturekicks #sneakers #sneakerhead #mysterybox #scammer #scam,1153878,0.031719
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,30,0.0496,25,41203877,mior1JPlC3o,¿QUÉ ZAPATILLAS USARIAS? #humor #shortsviral #shortvideo #shortsfeed #shorts,898706,0.051702
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,30,0.0496,25,41203877,nYAEhjbOTv8,Il rosa lo possono indossare TUTTI!🩷 Basta con questi pregiudizi! #sneakers #valentinesday,1022634,0.026097
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,30,0.0496,25,41203877,tMtxsemsEfg,Fat Joe got choked out by Mike Bibby fo stealing his sneakers 😬,865389,0.029397
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,30,0.0496,25,41203877,HXZzop-ZdSA,ZAPATILLAS CANCELADAS POR RAZONES LOCAS,712350,0.041735
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,30,0.0496,25,41203877,wxJmyyqrMS0,Shoes 👞& Bottoms👖#shoes #chelseaboots #loafers #dneakers #bottoms,433720,0.069019
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,30,0.0496,25,41203877,TAwomWdt70U,¡VENDIENDO el TENIS MÁS CARO del MUNDO!,368812,0.079832
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,30,0.0496,25,41203877,gje8D34AJn4,LISA x NikeSKIMS “Rift Satin” Women’s Shoes,827520,0.016784
